Question,Answer
Nếu đã là một khách hàng nhận lương tại VCB khách hàng sẽ đăng ký sử dụng Gói tài khoản như thế nào,Quý khách hàng là khách hàng nhận lương sẽ được đơn vị trả lương đăng ký danh sách cán bộ nhân viên nhận lương tại VCB cho CNPGD VCB tương ứngKhi quý khách hàng đăng ký Gói tài khoản trên VCB digibank hoặc tại quầy gia dịch của VCB hệ thống VCB sẽ tự động nhận biết và áp dụng chính sách Gói tài khoản dành cho khách hàng nhận lương cho Quý khách hàng
Nếu muốn hủy sử dụng Gói tài khoản khách hàng phải thực hiện như thế nào VCB khi nào sẽ dừng thu phí sử dụng Gói của khách hàng,Nếu Quý khách hàng muốn chuyển đổi sử dụng Gói tài khoản hoặc không còn nhu cầu sử dụng Gói tài khoản Quý khách hàng có thể thực hiện thay đổi hủy Gói tài khoản tự động trên VCB Digibank hoặc đến bất kỳ điểm giao dịch nào trên toàn hệ thống VCB để yêu cầu hủy sử dụng Gói VCB sẽ duy trì các quyền lợi và thu phí theo Gói tài khoản của khách hàng đến hết tháng hiện thời
Tôi có thể sử dụng thẻ Ghi nợ nội địa Vietcombank để rút tiền mặt bằng mã QR không,Bạn có thể sử dụng thẻ ghi nợ nội địa Vietcombank để thực hiện rút tiền mặt bằng mã QR rút tiền không cần sử dụng thẻ vật lý với điều kiện bạn đã đăng ký và sử dụng dịch vụ VCB Digibank của VCBVui lòng tham khảo các bước hướng dẫn thực hiện rút tiền mặt bằng mã QRtại đây
Khi muốn sử dụng Gói DVTKCB thủ tục đămg ký Gói DVTKCB như thế nào,Để sử dụng Gói DVTKCB Quý khách hàng có thể dễ dàng đến đăng ký tại tất cả các điểm giao dịch trên toàn hệ thống VCB
Khi đăng ký sử dụng Gói DVTKCB khách hàng được sử dụng những dịch vụ gì,Quý khách hàng chỉ cần đăng ký một lần duy nhất sẽ được VCB cung cấp các dịch vụ ngân hàng cơ bản và thường xuyên nhất bao gồmDịch vụ quản lý tài khoản thanh toán VNĐDịch vụ thông báo biến động số dưDịch vụ Ngân hàng số VCB DigibankDịch vụ thẻ ghi nợ nội địa Connect 24
Phân biệt 2 Gói DVTKCB 1 và 2 như thế nào,Nếu Quý khách hàng đăng ký sử dụng Gói tài khoản cơ bản 1 Quý khách hàng sẽ sử dụng các dịch vụDịch vụ quản lý tài khoản thanh toán VNĐDịch vụ thông báo biến động số dư qua tin nhắn SMSDịch vụ Ngân hàng số VCB DigibankDịch vụ thẻ ghi nợ nội địa Connect 24Nếu Quý khách hàng đăng ký sử dụng Gói tài khoản cơ bản 2 Quý khách hàng sẽ sử dụng các dịch vụDịch vụ quản lý tài khoản thanh toán VNĐDịch vụ thông báo biến động số dư qua ứng dụng VCB Digibank OTT AlertDịch vụ Ngân hàng số VCB DigibankDịch vụ thẻ ghi nợ nội địa Connect 24Theo đó Quý khách hàng có thể lựa chọn sử dụng Gói tài khoản cơ bản 1 hoặc 2 theo nhu cầu thói quen nhận thông báo biến động số dư của Quý khách hàng
Khách hàng có được đăng ký sử dụng cùng 1 lúc 2 Gói tài khoản cơ bản không,Quý khách hàng chỉ có thể sử dụng 1 trong 2 Gói tài khoản cơ bản của VCB
VCB thu phí Gói tài khoản cơ bản vào thời điểm nào,Phí Gói tài khoản cơ bản của tháng X sẽ được VCB thu phí vào ngày mùng 1 của tháng X 1
Khách hàng đăng ký Gói tài khoản cơ bản nhưng không phát sinh giao dịch tài chính trên Digibank trong tháng khách hàng có phải đóng phí Gói tài khoản cơ bản của tháng đó không,Khi Quý khách hàng đăng ký Gói tài khoản cơ bản VCB sẽ thu phí Gói tài khoản cơ bản hàng tháng không phụ thuộc số lượng giao dịch tài chính của Quý khách hàng trên Digibank Để được miễn phí Gói tài khoản cơ bản trong tháng Quý khách hàng có thể duy trì số dư bình quân trong tháng trên tài khoản thanh toán tham gia Gói lớn hơn hoặc bằng số dư tiền gửi bình quân tối thiểu do VCB quy định trong từng thời kỳ Hiện tại Quý khách hàng sử dụng Gói tài khoản cơ bản 1 sẽ được miễn phí Gói nếu duy trì số dư tiền gửi bình quân trong tháng trên tài khoản thanh toán tham gia Gói lớn hơn hoặc bằng 6000000 VND  Quý khách hàng sử dụng Gói tài khoản cơ bản 2 sẽ được miễn phí Gói nếu duy trì số dư tiền gửi bình quân trong tháng trên tài khoản thanh toán tham gia Gói lớn hơn hoặc bằng 4000000 VND
Khách hàng có phải cam kết duy trì số dư tiền gửi bình quân tối thiểu để được đăng ký Gói tài khoản cơ bản không,Quý khách hàng không phải cam kết duy trì số dư tiền gửi bình quân tối thiểu trên tài khoản thanh toán khi đăng ký sử dụng Gói tài khoản cơ bản Hệ thống VCB sẽ tự động tính số dư tiền gửi bình quân trên tài khoản thanh toán tham gia Gói tài khoản cơ bản của Quý khách hàng để xác định Quý khách hàng có được miễn phí Gói tương ứng hay không
Khách hàng sử dụng Gói tài khoản cơ bản nhưng không duy trì đủ số dư tiền gửi bình quân tối thiểu trên tài khoản thanh toán trong tháng để được miễn phí Gói thì sao,Quý khách hàng không duy trì đủ số dư tiền gửi bình quân trên tài khoản thanh toán bằng hoặc trên mức tối thiểu vẫn được sử dụng Gói tài khoản cơ bản đã đăng ký với VCB  Quý khách hàng sẽ đóng Phí Gói tài khoản cơ bản theo quy định hiện hành của VCB như sauGói tài khoản cơ bản 1 18000 VNĐtháng chưa bao gồm VATGói tài khoản cơ bản 2 12000 VNĐtháng chưa bao gồm VAT
Hiện tại khách hàng đang sử dụng 2 tài khoản thanh toán 2 số điện thoại cho dịch vụ SMS và sử dụng dịch vụ VCB Digibank Khi sử dụng Gói tài khoản cơ bản 1 khách hàng sẽ phải đóng các khoản phí dịch vụ hàng tháng như thế nào,Khi đăng ký Gói tài khoản cơ bản 1 Quý khách hàng sẽ chủ động lựa chọn 01 tài khoản thanh toán và 01 số điện thoại sử dụng dịch vụ SMS để đăng ký Gói tài khoản cơ bản Tài khoản thanh toán và số điện thoại còn lại sẽ được sử dụng các dịch vụ khác theo lựa chọn của Quý khách hàng và đóng phí theo Biểu phí hiện hành của VCB
Nếu đã là một khách hàng nhận lương tại VCB khách hàng sẽ đăng ký sử dụng Gói tài khoản cơ bản tại doanh nghiệp trả lương hay tại điểm giao dịch của VCB,Quý khách hàng là khách hàng nhận lương tại VCB vẫn sẽ thực hiện đăng ký tại các điểm giao dịch trên toàn hệ thống VCB để đảm bảo tuân thủ các quy định của VCB và quy định bảo mật thông tin cho khách hàng
Làm thế nào khách hàng có thể đăng ký sử dụng Gói tài khoản cơ bản dành cho khách hàng nhận lương,Quý Khách hàng nhận lương tại VCB bao gồm các khách hàng được đơn vị sử dụng lao động đăng ký với VCB là cán bộ nhân viên đang được đơn vị thực hiện trả lương qua tài khoản tại VCB Theo đó Quý khách hàng đến đăng ký Gói tài khoản cơ bản tại các điểm giao dịch trên toàn hệ thống VCB sẽ được hệ thống VCB tự động nhận biết Quý khách hàng đã là khách hàng nhận lương để đăng ký Gói tài khoản cơ bản dành cho khách hàng nhận lương
Nếu muốn hủy sử dụng Gói tài khoản cơ bản khách hàng phải thực hiện như thế nào VCB khi nào sẽ dừng thu phí sử dụng Gói của khách hàng,Nếu Quý khách hàng muốn chuyển đổi sử dụng Gói tài khoản cơ bản hoặc không còn nhu cầu sử dụng Gói tài khoản cơ bản Quý khách hàng có thể đến bất kỳ điểm giao dịch nào trên toàn hệ thống VCB để yêu cầu hủy sử dụng Gói Khi Quý khách hàng hủy sử dụng Gói tài khoản cơ bản trong tháng X VCB sẽ dừng thu phí từ tháng X1 trở đi
Tôi không muốn sử dụng thẻ Vietcombank trên ứng dụng Moca nữa thì làm thế nào,Nếu bạn không muốn tiếp tục sử dụng thẻ Vietcombank trên ứng dụng di động MOCA bạn có thểTự xóa thẻ đã liên kết trên Ứng dụng MOCA bằng cách truy cập mục Danh sách thẻ bên trong ứng dụng và xóa các thẻ Vietcombank đã liên kết trên Ứng dụng MOCA hoặcGọi Hotline của MOCA 1900 6923 đề nghị xóa khóa thông tin tài khoản người dùng MOCA của bạn hoặcGọi tới Hotline của VCB hoặc tới các chi nhánh VCB để đề nghị khóa chức năng thanh toán thẻ qua Ứng dụng MOCA
Tại sao các thẻ của tôi đã liên kết trên Ứng dụng MOCA lại bị chuyển sang trạng thái tạm thời bị khóa,Để tránh các trường hợp kẻ gian có thể xâm nhập vào tài khoản MOCA của bạn để thanh toán các thẻ đã liên kết trên Ứng dụng MOCA sẽ được chuyển sang trạng thái khóa tạm thời trong các trường hợp sauKhi bạn đổi điện thoạiKhi bạn nhập sai user password đăng nhập MOCA từ 5 lầnTrong các trường hợp này bạn sẽ cần nhập lại số thẻ và số OTP được VCB gửi đến số điện thoại đã đăng ký của bạn để xác thực lại thẻ hoặc liên hệ hotline VCB MOCA để được hỗ trợ
Tôi không nhận được OTP để liên kết thẻ tôi phải làm sao,Trong trường hợp này bạn cần kiểm tra các điểm sauĐiện thoại cài đặt Ứng dụng MOCA hoạt động bình thường có kết nối InternetBạn đã đăng ký SMS Banking với VCB Lưu ý OTP sẽ được gửi đến số điện thoại đã được bạn đăng ký nhận OTP từ VCBĐiện thoại gắn SIM đăng ký nhận OTP hoạt động bình thườngNếu không được bạn có thể gọi số Hotline của MOCA 1900 6923 hoặc Hotline của VCB 1900 545413 để được hỗ trợ thêm
Tôi đã thực hiện thanh toán trên Ứng dụng MOCA thành công và đã có tin nhắn thông báo trừ tiền từ VCB nhưng người bán hàng nói rằng không nhận được thông tin thanh toán của tôi tôi phải làm sao,Trong trường hợp này bạn hãy đề nghị người bán hàng kiểm tra lại và gọi tới hotline MOCA số 1900 6923 để được hỗ trợ
Khi điện thoại di động bị mất thất lạc hư hỏng hoặc phát hiện nghi ngờ có hiện tượng truy cập trái phép vào Ứng dụng MOCA hoặc nghi ngờ thông tin tài khoản của Người dùng không còn bảo mật tôi nên làm gì,Bạn cần thông báo ngay lập tức cho VCB qua số hotline 1900 545413 hoặc số hotline MOCA 1900 6923 để khóa thẻ khóa người dùng user trên Ứng dụng MOCA vàhoặc khóa thẻ trên toàn bộ các kênh giaodịch nếu cần
Quy định về cách thức xác thực giao dịch thẻ VCB trên ứng dụng MOCA như thế nào,a Giao dịch liên kết thẻ VCB vào ứng dụng MOCAcần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCBb Giao dịch thanh toán thẻ VCB trên ứng dụng MOCAVới giao dịch trên 1000000VNĐ cần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCBVới giao dịch dưới hoặc bằng 1000000 VNĐ không yêu cầu xác thực  Yêu cầu về cách thức xác thực có thể thay đổi theo chính sách của Ứng dụng Moca từng thời kỳ
Tối đa 1 ngày tôi có thể sử dụng dịch vụ thanh toán thẻ VCB MOCA để thanh toán hàng hóa dịch vụ bao nhiêu lần hạn mức bao nhiêu,Dịch vụ thanh toán thẻ VCB  MOCA không giới hạn số lần sử dụng tuy nhiên để đảm bảo an toàn chúng tôi có đưa ra một số hạn mức thanh toán như saua Hạn mức thẻVới thẻ ghi nợ nội địaTối đa 5000000 VNDgiao dịchthẻ và 5000000 VNDngàythẻNếu muốn nâng hạn mức thanh toán trên Ứng dụng Moca Chủ thẻ cần phải thực hiện nâng hạn mức thanh toán trên MOCA tại ATM của VCB theo quy định Sau khi nâng hạn mức thành công hạn mức thanh toán tối đa của thẻ ghi nợ nội địa VCB trên Ứng dụng MOCA là tối đa 10000000 VNDgiao dịchthẻ và 10000000 VNDngàythẻVới thẻ ghi nợ quốc tế và thẻ tín dụng quốc tếHạn mức thanh toán mặc định tối đa 10000000 VNDgiao dịch thẻ và 10000000 VNDngàythẻb Hạn mức chủ thẻTổng hạn mức thanh toán tối đa trên Ứng dụng MOCA của một Chủ thẻ là tổng hạnmức thanh toán của tất cả các thẻ VCB đã được Chủ thẻ cài đặt vào Ứng dụng MOCA là tối đa 20000000 VNDchủ thẻngàyLưu ý Các hạn mức trên cóthểđược VCB thay đổi theo từng thời kỳ
Tôi có thể liên kết những loại thẻ nào của VCB trên Ứng dụng MOCA,Hiện tại bạn có thể liên kết thẻ ghi nợ  nội địa thẻ ghi nợ quốc tế thẻ tín dụng quốc tế do VCB phát hành trên Ứng dụng MOCA Cần đảm bảo thẻ có gắn với tài khoản thanh toán VNĐ
Tôi có thể liên kết bao nhiêu thẻ VCB trên Ứng dụng MOCA,Chúng tôi không giới hạn số lượng thẻ liên kết trên Ứng dụng MOCA nhưng mỗi thẻ chỉ được liên kết với 1 người dùng
Tôi muốn sử dụng Dịch vụ thanh toán thẻ qua di động VCB  MOCA tôi phải đăng ký như thế nào,Để sử dụng Dịch vụ bạn cầnĐảm bảo bạn đã đăng ký số điện thoại tại VCB để nhận SMS OTP cần đăng ký sử dụng dịch vụ SMS BankingDigiBank của VCBTải Ứng dụng Moca liên kết thẻ VCB vào ứng dụng  chấp nhận các điều kiện điều khoản sử dụng Dịch vụ thanh toán thẻ qua di động VCB  MOCA của VCBĐối với thẻ ghi nợ nội địa trong trường hợp bạn muốn thanh toán trên Ứng dụng MOCA với hạn mức cao hơn hạn mức mặc định 5000000 VNDgiao dịchthẻ và 5000000 VNDngàythẻ bạn phải thực hiện đăng ký nâng hạn mức thanh toán trên MOCA tại ATM VCB
Tôi nên chọn hình thức nhận OTP nào để khi ra nước ngoài vẫn có thể thực hiện các giao dịch trên VCB Digibank,Với các phương thức nhận OTP Vietcombank đang cung cấp SMS OTP Vietcombank Smart OTP Quý khách hàng đều có thể thực hiện được giao dịch trên VCB Digibank khi ra nước ngoàiĐối với hình thức nhận OTP qua SMS Quý khách cần đăng ký dịch vụ chuyển vùng quốc tế của đơn vị viễn thôngĐối với hình thức nhận OTP qua Smart OTP Quý khách cần đăng ký sử dụng kích hoạt ứng dụng Smart OTP và có điện thoại đảm bảo kết nối được với InternetDo vậy trong trường hợp này Vietcombank khuyến cáo Quý khách nên sử dụng Vietcombank Smart OTP để nhận OTP để tránh phải phụ thuộc vào chất lượng dịch vụ của bên thứ ba cung cấp dịch vụ viễn thông
Tôi có thể thay đổi số điện thoại nhận OTP không,Số điện thoại nhận OTP là tên truy cập dịch vụ VCB Digibank của Quý khách Do vậy để thay đổi số điện thoại nhận OTP Quý khách vui lòng tới các điểm giao dịch của Vietcombank để yêu cầu hủy và đăng ký lại dịch vụ VCB Digibank
Mã xác nhận giao dịch là gì,Mã xác nhận giao dịch là dãy số hiển thị trên màn hình VCB Digibank phiên bản web khi Quý khách thực hiện giao dịch tài chính Quý khách cần nhập mã xác nhận giao dịch vào ứng dụng Vietcombank Smart OTP để lấy mã OTP được sinh ra trên ứng dụng
Tôi đã kích hoạt VCB Smart OTP nhưng không thấy hiển thị VCB Smart OTP trong danh sách phương thức xác thực giao dịch tôi cần làm gì,Để hoàn tất quy trình kích hoạt VCB Smart OTP sau khi tải ứng dụng VCB Smart OTP nhập mã kích hoạt ứng dụng được Vietcombank gửi vào Số điện thoại đăng ký VCB Smart OTP Quý khách cần lưu ýĐối với VCB Smart OTP trên VCB Digibank phiên bản appQuý khách cần thực hiện 2 giao dịch tài chính bằng SMS OTP trên VCB Digibank phiên bản app để có thể bắt đầu xác thực giao dịch bằng VCB Smart OTPĐối với VCB Smart OTP trên VCB Digibank phiên bản webNếu Quý khách đăng ký VCB Smart OTP tại Quầy giao dịch của Vietcombank Quý khách có thể sử dụng ngay ứng dụng để xác thực giao dịchNếu Quý khách đăng ký VCB Smart OTP trên kênh Internet của VCB Digibank Quý khách cần thực hiện 2 bướcNhắn tin theo cú pháp VCB DK SMARTOTP gửi 6167Thực hiện 2 giao dịch tài chính bằng SMS OTP trên VCB Digibank phiên bản web
Phân biệt các phương thức nhận OTP,SMS OTPlà phương thức xác thực trong đó mã OTP được gửi qua tin nhắn đến số điện thoại đăng ký dịch vụ VCB Digibank của Khách hàngVCB Smart OTPlà phương thức xác thực trong đó mã OTP được sinh ra bởi ứng dụng được cài đặt trên thiết bị di động của Khách hàng Smartphone ipad tablet Phương thức xác thực VCB Smart OTP gồm 2 hình thứcỨng dụng VCB Smart OTP độc lập để xác thực cho các giao dịch trên web của VCB DigibankỨng dụng VCB Smart OTP tích hợp để xác thực cho các giao dịch trên ứng dụng di động của VCB Digibank
Tôi có thể nhận OTP như thế nào,OTP được hệ thống Vietcombank gửi tự động cho khách hàng cá nhân dưới các hình thức sauSMS OTPVietcombank Smart OTP
Onetimepassword OTP là gì,OTP là mật khẩu sử dụng một lần do Vietcombank cung cấp cho khách hàng mỗi khi khách hàng thực hiện một giao dịch thanh toán trên VCB Digibank để định danh chính xác khách hàng Mật khẩu này chỉ có giá trị sử dụng một lần duy nhất nên có thể đảm bảo an toàn cho khách hàng
Tôi không thể đăng nhập dịch vụ VCB Digibank dù thông tin tôi nhập là chính xác,Quý khách vui lòng kiểm tra lại chương trình gõ tiếng việtchế độ gõ chữ hoa chữ thường phím Caps Lock trên máy tính Có thể chương trình vẫn bật và làm cho quá trình gõ tên đăng nhậpmật khẩu của Quý khách bị sai
Tôi có nhất thiết phải sử dụng Cookies cho trình duyệt hay không,Quý khách phải sử dụng Cookies để có thể duy trì phiên giao dịch sau khi đăng nhập vào chương trình
Trước đây tôi đăng nhập vào VCB Digibank bình thường nhưng tại sao bây giờ tôi hình như đang gặp vấn đề với đăng nhập và thỉnh thoảng nhận được thông báo lỗi giống nhau, Khi có vấn đề đăng nhậpQuý khách có thể phải xóa bộ nhớ đệm cache của trình duyệt Để xóa bộ nhớ đệm Quý khách thực hiện như sau đối với trình duyệt Internet ExplorerChọn Tools chọn Internet OptionsNhấp chuột vào mục General chọn Delete Files trong phần Temporary Internet Files nhấn OKĐóng và mở lại trình duyệt Khi nhận được một thông báo lỗi giống nhau Quý khách có thể cần phải xóa cookie trên trình duyệt Web của mình theo cách sauChọn Tools vào Internet OptionsChọn General chọn Delete Browsing History Ấn nút Delete
Tôi không nhận được email thông báo kết quả giao dịch trên VCB Digibank tôi cần phải làm gì,Trong trường hợp Quý khách chưa đăng ký email nhận thông báo kết quả cho giao dịch trên VCB Digibank Quý khách vui lòng đến các điểm giao dịch của Vietcombank để được hỗ trợTrong trường hợp Quý khách đã đăng ký email nhận thông báo kết quả cho giao dịch trên VCB Digibankkhông nhận được email thông báo kết quả giao dịch Quý khách vui lòng thực hiện một số bước kiểm tra như sauKiểm tra email đã đăng ký với Ngân hàng để đảm bảo địa chỉ email được ghi chính xác VD email yahoocom hoặc yahoocomvnKiểm tra phần cài đặt Setting trong hộp thư để đảm bảo email gửi đến từ Vietcombank vietcombankcomvn không có trong danh sách thư bị chặn Spam mailKiểm tra trong hòm thư rác TrashJunk mail vì có thể email thông báo mật khẩu bị đẩy vào mục thư rácKiểm tra với bộ phận quản lý máy chủ mail của quý khách để đảm bảo thư không bị giữ lại trên máy chủ mail serverTrường hợp không xác định được nguyên nhân Quý khách liên hệ Trung tâm dịch vụ khách hàng của Vietcombank theo số điện thoại 1900 545413 dành cho Khách hàng thông thường hoặc 1800 1565 dành cho Khách hàng Priority hoặc điểm giao dịch Vietcombank gần nhất để được trợ giúp
Tôi đang sử dụng dịch vụ VCB Digibank thì chương trình hiển thị thông báo Thời gian truy cập sử dụng dịch vụ đã hết Quý khách vui lòng đăng nhập lại,Vì lý do an toàn của Quý khách nếu Quý khách đăng nhập vào chương trình và trong một khoảng thời gian nhất định không có thao tác sử dụng dịch vụ chương trình sẽ thông báo hết thời gian truy cập Khi nhận được thông báo này Quý khách chỉ cần sử dụng đúng Tên đăng nhập và Mật khẩu để đăng nhập lại
Tôi có một tài khoản chung Joint Account tôi có thể tra cứu trên VCB Digibank không,Hiện tại dịch vụ VCB Digibank hỗ trợ tất cả chủ tài khoản có thể truy vấn thông tin của tài khoản chung
Tính năng Cài đặt chức năng yêu thích có gì nổi bật,Tính năng Cài đặt chức năng yêu thích giúp Quý khách tự cài đặt các chức năng dịch vụ thường xuyên sử dụng để hiển thị tại vị trí dễ quan sát trên màn hình giúp Quý khách thực hiện giao dịch nhanh chóng theo nhu cầu của mình
Nếu tôi nhập sai Mật khẩu Ngân hàng có tạm khóa truy cập dịch vụ VCB Digibank của tôi không,Để bảo đảm an toàn cho Quý khách dịch vụ VCB Digibank của Quý khách sẽ bị tạm khóa truy cập ngay sau khi Quý khách đăng nhập sai mật khẩu 05 lần liên tiếp Trong trường hợp này Quý khách cần đến điểm giao dịch bất kỳ của Vietcombank để mở lại dịch vụ
Tôi phải làm gì nếu quên Tên đăng nhập hoặc Mật khẩu của dịch vụ VCB Digibank,Quý khách có thể yêu cầu Vietcombank cấp lại tên truy cậpmật khẩu truy cập tạiCác điểm giao dịch của Vietcombank trên toàn quốcLiên hệ Hotline 247 của Vietcombank qua số điện thoại 1900 545413dành cho Khách hàng thông thường hoặc 1800 1565 dành cho Khách hàng PriorityTrên website đăng nhập VCB Digibank áp dụng đối với Khách hàng cá nhân cấp lại mật khẩu với điều kiện tên truy cập chưa bị khóa
Mật khẩu sử dụng dịch vụ VCB Digibank nên được đặt như thế nào,Mậtkhẩusử dụng dịch vụ VCB Digibank phải có độ dài từ 7  20 ký tự bao gồmKý tự chữ thường ký tự chữ hoa ký tự số và ký tự đặc biệt    Để đảm bảo an toàn Quý khách hàng không cài đặt mật khẩu bằng thông tin mang tính cá nhân mà người khác dễ dàng suy đoán như ngày tháng năm sinh số điện thoại biển số xe tên bản thân tên của người thân như vợ chồngcon dãy số liên tục đơn giản như 123456 tránh viết mật khẩu ra giấy hoặc ghi chép dưới hình thức khácQuý khách nên thay đổi mật khẩu thường xuyên tối thiểu định kỳ 03 thánglần
Tôi muốn có nhiều Tên đăng nhập sử dụng dịch vụ VCB Digibank,Đối với dịch vụ VCB Digibank số điện thoại mà Quý khách đã đăng ký với Vietcombank là tên đăng nhập dịch vụ và là duy nhất đối với mỗi Khách hàng Vì vậy Quý khách cần lựa chọn 01 số điện thoại để sử dụng là tên đăng nhập dịch vụ VCB Digibank
Tôi muốn thay đổi tên đăng nhập VCB Digibank tôi cần làm gì,Đối với dịch vụ VCB Digibank số điện thoại mà Quý khách đã đăng ký với Vietcombank là tên đăng nhập dịch vụ Trong trường hợp Quý khách thay đổi số điện thoại Quý khách vui lòng hủy dịch vụ VCB Digibank và đăng ký lại với số điện thoại khác tại bất kỳ điểm giao dịch của Vietcombank trên toàn quốc
Tôi cần làm gì trong lần đăng nhập đầu tiên,Ngân hàng yêu cầu Quý khách thực hiện thay đổi Mật khẩu đăng nhập trong lần đăng nhập đầu tiên của mìnhtrong vòng 24h kể từ khi nhận đượcmật khẩu mặc định do Vietcombank gửi đến Quý kháchĐể sử dụng các giao dịch tài chính giá trị cao Quý khách vui lòng thực hiện đăng ký kích hoạt phương thức xác thực VCB  Smart OTP do VCB cung cấp tại từng thời kỳ và cài đặt hạn mức chuyển khoản tương ứng
Làm thế nào để đăng nhập dịch vụ Ngân hàng số VCB Digibank,Quý khách vui lòng thực hiện các bước sauVào website chính thức của Vietcombank tại địa chỉwwwvietcombankcomvn chọn mục Đăng nhập Ngân hàng số VCB Digibank hoặc tải ứng dụng Vietcombank trên chợ ứng dụng về thiết bị di độngNhập Tên đăng nhập và Mật khẩu để đăng nhập vào hệ thống
Tôi không muốn tiếp tục sử dụng dịch vụ Ngân hàng số VCB Digibank thì phải làm gì,Quý khách vui lòng đến quầy giao dịch hoặc liên hệ Hotline 247 của Vietcombank để đăng ký ngừng dịch vụ Ngân hàng trực tuyếnTrong trường hợp khẩn cấp Quý khách có thể gọi điện Hotline 247 của Vietcombank theo số điện thoại 1900 54 54 13 dành cho Khách hàng thông thường hoặc 1800 1565 dành cho Khách hàng Priority để yêu cầu tạm khóa dịch vụ
Tôi có nhiều tài khoản mở tại các Chi nhánh Vietcombank khác nhau Tôi sẽ phải đăng ký dịch vụ Ngân hàng số VCB Digibank ở đâu có cần phải đăng ký riêng cho từng tài khoản không,Quý khách chỉ cần đăng ký sử dụng dịch vụ Ngân hàng số VCB Digibank01 lần duy nhất và có thể đăng ký tại bất kỳ điểm giao dịch nào của Vietcombank
Sau khi đăng ký Ngân hàng số VCB Digibank Ngân hàng gửi cho tôi Tên đăng nhập và Mật khẩu sử dụng VCB Digibank bằng cách nào,Tên đăng nhập dịch vụ VCB Digibank là số điện thoại đăng ký của Quý kháchMật khẩu truy cập mặc định sẽ được gửi vào Số điện thoại mà Quý khách đã đăng ký tại Bản đăng ký sử dụng dịch vụ Ngân hàng điện tử và có hiệu lực trong vòng 24h kể từ thời điểm Vietcombank gửi mật khẩu cho Quý kháchQuý khách cần thiết lập mật khẩu mới để đảm bảo an toàn bảo mật cho tài khoản VCB Digibank của Quý khách
Tôi muốn đăng ký sử dụng Ngân hàng số VCB Digibank thì phải đăng ký ở đâu và phải làm các thủ tục gì,Quý khách có thể đăng ký sử dụng dịch vụ Ngân hàng số VCB Digibank tại bất kỳ điểm giao dịch của Vietcombank trên toàn quốcKhi đi đăng ký sử dụng dịch vụ Quý khách cần mang theoBản gốc Chứng minh nhân dân CMNDHộ chiếuThẻ căn cước công dânBản đăng ký sử dụng dịch vụ Ngân hàng điện tửĐể đăng ký sử dụng dịch vụ Quý khách cầnĐiền đầy đủ thông tin vào mẫu đăng ký dịch vụChấp nhận các điều kiện và điều khoản cung cấp và sử dụng dịch vụ Ngân hàng điện tử của Vietcombank
Tôi đã đăng ký dịch vụ VCB  iBnking VCB Mobile Bnking nhưng tôi quên mật khẩu dịch vụ tôi cần làm gì để thực hiện chuyển đổi sang sử dụng dịch vụ Ngân hàng số VCB Digibank,Trong trường hợp này Quý khách vui lòng thực hiện Bước 1 Yêu cầu cấp lại mật khẩu dịch vụ VCB iBnking hoặc VCB Mobile Bnking theo 1 trong 2 cách sau để bắt đầu chuyển đổi sang dịch vụ VCB DigibankĐến bất kỳ điểm giao dịch của Vietcombank trên toàn quốcGọi đến Hotline của Vietcombank theo số điện thoại 1900 545413 dành cho Khách hàng thông thường hoặc 1800 1565 dành cho Khách hàng Priority Bước 2 Quý khách tự thực hiện chuyển đổi trên trang website hoặc ứng dụng di động của Vietcombank
Tôi đang ở nước ngoài tôi có chuyển đổi để sử dụng dịch vụ VCB Digibank được không,Quý khách ở nước ngoài hoàn toàn có thể chuyển đổi để sử dụng dịch vụ VCB Digibank nếu thiết bị di động của Quý khách ở chế độ roaming để nhận được tin nhắn SMS từ Vietcombank
Tôi đang sử dụng dịch vụ VCB Mobile Bnking VCBPAY tôi phải làm gì để thực hiện chuyển đổi sang sử dụng dịch vụ Ngân hàng số VCB Digibank,Quý khách chỉ cần nâng cấp ứng dụng Mobile Banking VCBPAY update ứng dụng lên phiên bản mới nhất trên chợ ứng dụng nhập tên truy cập và mật khẩu VCB  Mobile Bnking để chuyển đổi sang sử dụng dịch vụ VCB Digibank
Tôi đang sử dụng dịch vụ VCB  iBnking tôi phải làm gì để thực hiện chuyển đổi sang sử dụng dịch vụ Ngân hàng số VCB Digibank,Quý khách chỉ cần truy cập website chính thức của Vietcombank tại địa chỉwwwvietcombankcomvn chọn mục Đăng nhập Ngân hàng số VCB Digibank nhập tên truy cập và mật khẩu VCB  iBnking để chuyển đổi sang sử dụng dịch vụ VCB Digibank
Tôi có thể nhận hỗ trợ như thế nào nếu tôi gặp trục trặc khi sử dụng dịch vụ VCB Digibank,Khi có bất kỳ vướng mắc trong quá trình sử dụng dịch vụ Quý khách có thể liên hệ Hotline 247 theo số điện thoại 1900545413 dành cho Khách hàng thông thường hoặc 1800 1565 dành cho Khách hàng Priority hoặc bất kỳ chi nhánh Vietcombank gần nhất để được hỗ trợ
Có phải dịch vụ Ngân hàng số VCB Digibank hoạt động liên tục 24 giờ,Đúng dịch vụ VCB Digibank hoạt động 24h một ngày và 7 ngày trong tuần bao gồm cả ngày nghỉngày lễ
